gene_id	gene_name	HCT116_EpiT_01	HCT116_EpiT_02	HCT116_EpiT_03	HCT116_Epi_01	HCT116_Epi_02	HCT116_Epi_03
MDFIC	MDFIC	291	284	233	358	382	384
MDGA1	MDGA1	136	140.001	142	176	187	173
MDGA2	MDGA2	0	0	0	0	0	0
MDH1	MDH1	4318	4648.001	3764	4973.999	5359	5145.999
MDH1B	MDH1B	46	45	43	86	69	78
MDH2	MDH2	7130	8012.001	6473	7969.001	8352	7420
MDK	MDK	5618	6683.001	5285.001	5063	5265.999	4756
MDM1	MDM1	254.001	259	219.001	310	310	345
MDM2	MDM2	6369.999	7339.001	5987.001	7332	7855.999	7855
MDM4	MDM4	3720	4328.001	3583	3437.999	3822.999	3846.001
MDN1	MDN1	11684	14075	11665.001	12104	12312.001	12655.999
MDP1	MDP1	131.431	149	102	127	136	110
MDS2	MDS2	0	0	0	0	0	0
ME1	ME1	2728	3010	2405	3286	3831	3691
ME2	ME2	3725	4027	3254	3150	3764	3433
ME3	ME3	4	0	1	3	0	0
MEA1	MEA1	1117	1193	982	1284	1351	1125
MEAF6	MEAF6	1464.001	1651.001	1341.999	1378.001	1359	1303.001
MECOM	MECOM	97	97	77	124	125	115
MECP2	MECP2	1882.001	2243	1894	2624.001	2492	2598.001
MECR	MECR	503.999	579	494	596.999	632	513.001
MED1	MED1	5571.001	6473	5424	6148	6534	6133
MED10	MED10	835	966	706	747	831	753
MED11	MED11	156	153	118	127	169	182
MED12	MED12	1191.999	1431	1156	1686	1736	1666.999
MED12L	MED12L	321	285	263	474	458	522
MED13	MED13	8763	10099	8394	8982	9651	9817
MED13L	MED13L	9071.001	10513	8954.999	9791	10027.999	10049.999
MED14	MED14	2072	2342.999	1929	2557	2719	2462
MED15	MED15	2401	2743	2295.001	2153	2188.001	1961.001
MED15P9	MED15P9	0	0	0	0	0	0
MED16	MED16	2578	2846	2419	3138	3164	2879
MED17	MED17	1959	2100	1762	1781	1840	1785
MED18	MED18	439	491	443.999	482	508	518
MED19	MED19	404	489	344	365	355	352
MED20	MED20	760	721	616	810	822	844
MED21	MED21	912	1019	801	1049	1048.001	1036
MED22	MED22	831	959	807	975	907	874
MED23	MED23	866	961	752	999	1002	1039.001
MED24	MED24	3048	3456.001	2958.999	3507	3763.001	3403
MED25	MED25	729.191	965.209	794.623	997.185	1036.195	1004.386
MED26	MED26	774	898	755	765	782	775
MED27	MED27	980.969	1091.968	835.959	956.872	1040.567	923.927
MED28	MED28	1189	1294	1021	1167	1342	1177
MED29	MED29	1432	1677	1351	1350	1596	1375
MED30	MED30	452	454	431	428	436	425
MED31	MED31	343	442	333	355	382	351
MED4	MED4	1071	1158	914	1030	1108	1170
MED4-AS1	MED4-AS1	1	0	0	0	0	0
MED6	MED6	990	1103	884	947	1124	926
MED7	MED7	131	164	145	176	212	157
MED8	MED8	904.999	1008	796	723	760	664
MED9	MED9	495	545	494	534	546	486
MEDAG	MEDAG	0	0	0	0	0	0
MEF2A	MEF2A	1052	1373	1129	1351.001	1548.999	1364.998
MEF2B	MEF2B	131.356	182.776	96.965	111.72	190.703	190.375
MEF2BNB	MEF2BNB	198.851	217.566	200.728	139.362	194.038	174.07
MEF2BNB-MEF2B	MEF2BNB-MEF2B	103.793	108.658	126.306	206.919	155.259	135.554
MEF2C	MEF2C	234.999	225.999	200.001	398	389	383
MEF2C-AS1	MEF2C-AS1	0	0	0	1	0	0
MEF2D	MEF2D	1518	1726.001	1574	1476.001	1528.001	1490
MEFV	MEFV	1	4	7	0	0	2
MEG3	MEG3	0	0	0	0	0	0
MEG8	MEG8	0	0	0	0	0	0
MEG9	MEG9	0	0	0	0	0	0
MEGF10	MEGF10	0	0	0	2	0	2
MEGF11	MEGF11	68	91	71	93	71	78
MEGF6	MEGF6	209.999	228	217	543.999	469.999	453
MEGF8	MEGF8	1537	1844	1505	2048	1926	1849
MEGF9	MEGF9	522	611	507	668	817	707
MEI1	MEI1	3	2	2	2	2	2
MEI4	MEI4	0	0	0	1	0	0
MEIG1	MEIG1	7	3	3	6	10	8
MEIOB	MEIOB	3	6	2	6	8	8
MEIS1	MEIS1	0	0	0	0	0	0
MEIS1-AS2	MEIS1-AS2	0	0	0	0	0	0
MEIS1-AS3	MEIS1-AS3	0	0	0	0	0	0
MEIS2	MEIS2	309	377	270	323.999	386.001	403
MEIS3	MEIS3	161	196	159	379	323.999	362.001
MEIS3P1	MEIS3P1	0	0	0	0	0	1.001
MELK	MELK	3187	3403.001	2816.999	2982.001	3190	2906
MEMO1	MEMO1	1422.001	1521	1260.001	1537	1593.001	1458
MEN1	MEN1	2535.999	2947	2566.001	3179	3158	2977.999
MEOX1	MEOX1	1	0	3	3	3	2
MEOX2	MEOX2	0	0	0	0	0	0
MEP1A	MEP1A	0	0	0	0	3	0
MEP1B	MEP1B	0	3	2	0	3	7
MEPCE	MEPCE	2659	3012	2499	2812	2888	2808
MEPE	MEPE	0	0	0	0	0	0
MERTK	MERTK	117	117	95	202	189	193
MESDC1	MESDC1	2282	2546	1984	1638	1870	1771
MESDC2	MESDC2	1640	1859	1433	1755	1918	1803
MESP1	MESP1	212	296	206	230	255	243
MESP2	MESP2	10	3	3	5	6	9
MEST	MEST	1952	1987	1692	1868	1955	1880
MESTIT1	MESTIT1	1	3	1	0	0	0
MET	MET	15780	18335.001	15003	13936	15096.001	15109
METAP1	METAP1	3973	4457	3594	4351	4374	4259
METAP1D	METAP1D	249	254	222	245	283	240
METAP2	METAP2	5842	6361	4973	5367	5911	5681
METRN	METRN	885	1103	790	1217	1398	1187
METRNL	METRNL	923	1073	838	970	1091	903
METTL1	METTL1	812	976	708	837	799	800
METTL10	METTL10	785	935	785	812	866	757
METTL11B	METTL11B	0	0	0	0	0	0
METTL12	METTL12	363.628	395.026	400.967	478.875	428.298	389.142
METTL13	METTL13	2071	2334.999	1767.999	2260.999	2358.001	2182
METTL14	METTL14	865	928.999	715	867.999	901	905
METTL15	METTL15	1318.001	1402.001	1105	1557.999	1642.999	1751
METTL16	METTL16	2708	3153.926	2655	2885	3251	3195.999
METTL17	METTL17	1351	1529	1252.999	1591.999	1613	1327
METTL18	METTL18	141	164	123	110	110	140
METTL20	METTL20	22	20	16	20	25	23
METTL21A	METTL21A	505	501	422.999	387	472.001	407.999
METTL21B	METTL21B	120	167	160	201	204	185
METTL21C	METTL21C	0	0	0	0	0	0
METTL21EP	METTL21EP	0	0	0	2	0	0
METTL22	METTL22	249	250	229	263.999	230	232
METTL23	METTL23	595	657	556.001	701.001	679	607
METTL24	METTL24	0	0	0	0	0	0
METTL25	METTL25	101	100	79	102	109	124
METTL2A	METTL2A	1573.118	1748.116	1442.622	1422.153	1591.811	1492.696
METTL2B	METTL2B	1566.882	1686.884	1318.378	1474.847	1610.189	1478.304
METTL3	METTL3	669	759	561	842	826	874
METTL4	METTL4	411	504.001	404.001	362	348.001	362.001
METTL5	METTL5	1428.999	1470	1198	1109	1213.999	1211
METTL6	METTL6	448.999	484	376	454.999	495.001	451.999
METTL7A	METTL7A	1	1	3	19	14	24
METTL7B	METTL7B	87	101	66	277	265	220
METTL8	METTL8	1319	1508	1197	1399.999	1494	1471
METTL9	METTL9	1257	1278.001	1042.001	1330	1462	1289
MEX3A	MEX3A	348	356	262	411	417	392
MEX3B	MEX3B	137	109	95	223	255	218
MEX3C	MEX3C	1935	2272	1708	2439	2558	2377
MEX3D	MEX3D	4344	5308	4093	4753	5203	5072
MFAP1	MFAP1	1976	2151	1565	1853	1914	1856
MFAP2	MFAP2	736	722	591	1068	1025	1039
MFAP3	MFAP3	1144	1221.001	923	1116	1084	1072
MFAP3L	MFAP3L	437	534	446	605.001	745	682
MFAP4	MFAP4	0	0	0	0	0	0
MFAP5	MFAP5	0	0	0	0	0	0
MFF	MFF	1323	1484	1159.001	1429.999	1521.001	1392.999
MFGE8	MFGE8	498	642	533	813	794	769
MFHAS1	MFHAS1	3412	4016	3310	3288	3621	3522
MFI2	MFI2	817	1011.999	900	1058	1156	955.999
MFI2-AS1	MFI2-AS1	8	15	5	22	9	10
MFN1	MFN1	1468	1638	1303	1526	1689	1705
MFN2	MFN2	7833	9034	7234.001	7943.999	8585.999	7644
MFNG	MFNG	57	53	48	74	43	37
MFRP	MFRP	0	0	0	0	0	0
MFSD1	MFSD1	576.001	541	509.999	499.999	596.001	551
MFSD10	MFSD10	1676	1841	1616.999	1825.999	1805.001	1688.999
MFSD11	MFSD11	414	406	367	484.999	462	418.999
MFSD12	MFSD12	2868	3586	2614	2219	2290	2214
MFSD2A	MFSD2A	534.999	545	453	471	420	415.999
MFSD2B	MFSD2B	1	3	0	2	0	2
MFSD3	MFSD3	421	498	395	642	661	625
MFSD4	MFSD4	36	42	28	69	72	68
MFSD5	MFSD5	923	1033.999	952.001	932.999	988.999	914
MFSD6	MFSD6	590.999	665	513	737	763	729
MFSD6L	MFSD6L	0	0	0	0	0	0
MFSD7	MFSD7	28.999	53	47	93	83	53
MFSD8	MFSD8	445	393.999	367	463	433.999	414
MFSD9	MFSD9	341	407	333	447	467	423
MGA	MGA	3959.001	4223.999	3798	4319	4476.001	4618
MGAM	MGAM	9	11	6	19	19	16
MGARP	MGARP	7	9	3	4	9	4
MGAT1	MGAT1	2792.214	3259.881	2608.805	2585.517	2771.413	2549.745
MGAT2	MGAT2	1755	2071	1643	1762	1967	1803
MGAT3	MGAT3	0	0	0	2	2	0
MGAT4A	MGAT4A	224	231	203	333	363	346
MGAT4B	MGAT4B	3385	4013	3248	3713	3778	3551
MGAT4C	MGAT4C	1	0	0	0	0	0
MGAT5	MGAT5	2532.999	3016	2547	2911.001	3233	3132
MGAT5B	MGAT5B	105	90	120	162.999	203	199.999
MGC12916	MGC12916	42	60	42	33	39	30
MGC15885	MGC15885	0	0	0	0	0	0
MGC16025	MGC16025	14	16	13	43	25	16
MGC16142	MGC16142	15	17	8	13	8	11
MGC16275	MGC16275	3	9	6	3	2	6
MGC27345	MGC27345	1158	1338	1187	1535	1568	1481
MGC27382	MGC27382	0	0	0	0	0	0
MGC2889	MGC2889	0	0	0	0	0	0
MGC32805	MGC32805	0	0	0	0	0	0
MGC34034	MGC34034	0	0	0	0	0	0
MGC34796	MGC34796	0	0	0	0	0	0
MGC34800	MGC34800	0	0	0	0	0	0
MGC39372	MGC39372	8	7	5	2	8	6
MGC39545	MGC39545	0	0	0	0	0	0
MGC39584	MGC39584	0	0	0	0	0	0
MGC42157	MGC42157	0	0	0	0	0	0
MGC45800	MGC45800	0	0	0	0	0	0
MGC45922	MGC45922	1	2	1	0	1	1
MGC50722	MGC50722	17	29	24	45	39	38
MGC57346	MGC57346	719.384	837.438	671.319	800.533	806.113	909.343
MGC70870	MGC70870	161	166	160	210	218	238
MGC72080	MGC72080	140	146.978	113	89.998	77	88.962
MGEA5	MGEA5	4770	5161	4413	4293	4467	4308.001
MGLL	MGLL	220	229	214	173	156	207
MGME1	MGME1	1720	1811	1457	1687.999	1661.001	1590
MGMT	MGMT	137	154	94	178	173	173
MGP	MGP	0	0	0	0	0	0
MGRN1	MGRN1	2555	3006	2541.999	2740	2717.999	2559.999
MGST1	MGST1	2175	2383.999	1810	1800	1966.998	1992
MGST2	MGST2	118	111.001	94	175	183	206
MGST3	MGST3	931	1039	813	993	1209	1092
MIA	MIA	0	0	2	9	6	5
MIA-RAB4B	MIA-RAB4B	5.857	1.56	0	0	0	0
MIA2	MIA2	9	11	10	13	20	19
MIA3	MIA3	1437.001	1553	1375.999	1591	1812	1698.001
MIAT	MIAT	42	53	48	45	33	57
MIB1	MIB1	3106	3514	2922	3749	4096	4101
MIB2	MIB2	1622	1760	1588	1952.998	1840	1826
MICA	MICA	794.098	865.785	768.9	960.903	1035.396	911.357
MICAL1	MICAL1	344	369	327.265	532	472	464.6
MICAL2	MICAL2	2070.999	2403	2133	2238.999	2341	2274.001
MICAL3	MICAL3	2642	3107.001	2687	2813	2750	2604.999
MICALCL	MICALCL	108	115	94	183	183	162
MICALL1	MICALL1	1218	1386	1133	1466	1385.001	1495
MICALL2	MICALL2	558	573	543	888	754	677
MICB	MICB	1968.902	2416.215	2009.1	1596.097	1646.604	1516.642
MICU1	MICU1	828	895	797	1227	1197	1259
MICU2	MICU2	1384	1528	1357	1687	1738	1697
MICU3	MICU3	0	0	0	0	0	0
MID1	MID1	3633.001	4352	3539	3727	3966	3913.999
MID1-2	MID1	39	39.999	26	38.999	29	31
MID1IP1	MID1IP1	3558	3941	3271	3434.001	3476	3280
MID2	MID2	220	246	173	377	365	397
MIDN	MIDN	4643.001	5559	4742	4202.999	4463.001	4196.001
MIEF1	MIEF1	4416	5129	4207	4466	4816	4628
MIEF2	MIEF2	321	328	233	322	327	333
MIEN1	MIEN1	793	818	694	856	909	866
MIER1	MIER1	1649	1877	1366.001	1600.999	1692	1673
MIER2	MIER2	969	1073.001	926	1032	1061	1033
MIER3	MIER3	1333	1487	1185	1446	1452	1471
MIF	MIF	10088	11059	9401	10635	10986	9652
MIF4GD	MIF4GD	296	311	192.999	364.001	351	335
MIIP	MIIP	1093	1098	902	1164	1145	1004
MILR1	MILR1	6	31	7	32.999	24	21
MIMT1	MIMT1	0	0	0	0	0	0
MINA	MINA	2421	2786	2247.999	2393	2597.999	2443
MINK1	MINK1	2621.999	3150	2669.001	3334	3301.001	3132.001
MINOS1	MINOS1	1142.016	1298.975	966	1122.011	1210.828	1156.978
MINOS1-NBL1	MINOS1-NBL1	41.679	19.978	0	41.057	61.178	13.912
MINOS1P1	MINOS1P1	50	28	39	38	18	35
MINPP1	MINPP1	1080	1103	906	1174	1222	1152
MIOS	MIOS	905.999	940	726.999	814	834	767.001
MIOX	MIOX	2	1	1	4	2	3
MIP	MIP	4	4	0	3	0	1
MIPEP	MIPEP	885	1076	772	1052	1154	1067
MIPEPP3	MIPEPP3	72	72	71	89	98	109
MIPOL1	MIPOL1	186.001	198	189.999	245.001	274	260.001
MIR1-1	MIR1-1	0	0	0	0	0	0
MIR1-2	MIR1-2	0	0	0	0	0	0
MIR100	MIR100	0	0	0	0	0	0
MIR100HG	MIR100HG	1666	1652	1318	1768	1660	1653
MIR101-1	MIR101-1	0	0	0	0	0	0
MIR101-2	MIR101-2	0	0	0	0	0	0
MIR103A1	MIR103A1	0	0	0	0	0	0
MIR103A2	MIR103A2	0	0	0	0	0	0
MIR103B1	MIR103B1	0	0	0	0	0	0
MIR103B2	MIR103B2	0	0	0	0	0	0
MIR105-1	MIR105-1	0	0	0	0	0	0
MIR105-2	MIR105-2	0	0	0	0	0	0
MIR106A	MIR106A	0	0	0	0	0	0
MIR106B	MIR106B	0	0	0	0	0	0
MIR107	MIR107	0	0	0	0	0	0
MIR10A	MIR10A	0	0	0	0	0	0
MIR10B	MIR10B	0	0	0	0	0	0
MIR1178	MIR1178	0	0	0	0	0	0
MIR1179	MIR1179	0	0	0	0	0	0
MIR1180	MIR1180	0	0	0	0	0	0
MIR1181	MIR1181	0	0	0	0	0	0
MIR1182	MIR1182	0	0	0	0	0	0
MIR1183	MIR1183	0	0	0	0	0	0
MIR1184-1	MIR1184-1	0	0	0	0	0	0
MIR1184-2	MIR1184-2	0	0	0	0	0	0
MIR1184-3	MIR1184-3	0	0	0	0	0	0
MIR1185-1	MIR1185-1	0	0	0	0	0	0
MIR1185-2	MIR1185-2	0	0	0	0	0	0
MIR1193	MIR1193	0	0	0	0	0	0
MIR1197	MIR1197	0	0	0	0	0	0
MIR1199	MIR1199	0	0	0	0	0	0
MIR1200	MIR1200	0	0	0	0	0	0
MIR1202	MIR1202	0	0	0	0	0	0
MIR1203	MIR1203	0	0	0	0	0	0
MIR1204	MIR1204	0	0	0	0	0	0
MIR1205	MIR1205	0	0	0	0	0	0
MIR1206	MIR1206	0	0	0	0	0	0
MIR1207	MIR1207	0	0	0	0	0	0
MIR1208	MIR1208	0	0	0	0	0	0
MIR122	MIR122	0	0	0	0	0	0
MIR1224	MIR1224	0	0	0	0	0	0
MIR1225	MIR1225	0	0	0	0	0	0
MIR1226	MIR1226	0	0	0	0	0	0
MIR1227	MIR1227	0	0	0	0	1	0
MIR1228	MIR1228	0	0	0	0	0	0
MIR1229	MIR1229	0	0	0	0	0	0
MIR1231	MIR1231	0	0	0	0	0	0
MIR1233-1	MIR1233-1	0	0	0	0	0	0
MIR1233-2	MIR1233-2	0	0	0	0	0	0
MIR1236	MIR1236	0	0	0	0	0	0
MIR1237	MIR1237	0	0	0	0	0	0
MIR1238	MIR1238	0	0	0	0	0	0
MIR124-1	MIR124-1	0	0	0	0	0	0
MIR124-2	MIR124-2	0	0	0	0	0	0
MIR124-3	MIR124-3	0	0	0	0	0	0
MIR1243	MIR1243	0	0	0	0	0	0
MIR1244-1	MIR1244-1	0	0	0	0	0	0
MIR1244-2	MIR1244-2	0	0	0	0	0	0
MIR1244-3	MIR1244-3	0	0	0	0	0	0
MIR1245A	MIR1245A	0	0	0	0	0	0
MIR1245B	MIR1245B	0	0	0	0	0	0
MIR1246	MIR1246	0	0	0	0	0	0
MIR1247	MIR1247	0	0	0	0	0	0
MIR1249	MIR1249	0	0	0	0	0	0
MIR1250	MIR1250	0	0	0	0	0	0
MIR1251	MIR1251	0	0	0	0	0	0
MIR1252	MIR1252	0	0	0	0	0	0
MIR1253	MIR1253	0	0	0	0	0	0
MIR1254-1	MIR1254-1	0	0	0	0	1	0
MIR1254-2	MIR1254-2	0	0	0	0	0	0
MIR1255A	MIR1255A	0	0	0	0	0	0
MIR1255B1	MIR1255B1	0	0	0	0	0	0
MIR1255B2	MIR1255B2	0	0	0	0	0	0
MIR1256	MIR1256	0	0	0	0	0	0
MIR1257	MIR1257	0	0	0	0	0	0
MIR1258	MIR1258	0	0	0	0	0	0
MIR125A	MIR125A	0	0	0	0	0	0
MIR125B1	MIR125B1	0	0	0	0	0	0
MIR125B2	MIR125B2	0	0	0	0	0	0
MIR126	MIR126	0	0	0	0	0	0
MIR1260A	MIR1260A	0	0	0	0	0	0
MIR1260B	MIR1260B	0	0	0	0	0	0
MIR1261	MIR1261	0	0	0	0	0	0
MIR1262	MIR1262	0	0	0	0	0	0
MIR1263	MIR1263	0	0	0	0	0	0
MIR1264	MIR1264	0	0	0	0	0	0
MIR1265	MIR1265	0	0	0	0	0	0
MIR1266	MIR1266	0	0	0	0	0	0
MIR1267	MIR1267	0	0	0	0	0	0
MIR1268A	MIR1268A	0	0	0	0	0	0
MIR1268B	MIR1268B	0	0	0	0	0	0
MIR1269A	MIR1269A	0	0	0	0	0	0
MIR1269B	MIR1269B	0	0	0	0	0	0
MIR127	MIR127	0	0	0	0	0	0
MIR1270-1	MIR1270-1	0	0	0	0	0	0
MIR1271	MIR1271	0	0	0	0	0	0
MIR1272	MIR1272	0	0	0	0	0	0
MIR1273A	MIR1273A	0	0	0	0	0	0
MIR1273C	MIR1273C	0	0	0	0	0	0
MIR1273D	MIR1273D	0	0	0	0	0	0
MIR1273F	MIR1273F	0	0	0	0	0	0
MIR1273G	MIR1273G	0	0	0	0	0	0
MIR1273H	MIR1273H	0	0	0	0	0	0
MIR1275	MIR1275	0	0	0	0	0	0
MIR1276	MIR1276	0	0	0	0	0	0
MIR1277	MIR1277	0	0	0	0	0	0
MIR1278	MIR1278	0	0	0	0	0	0
MIR1279	MIR1279	0	0	0	0	0	0
MIR128-1	MIR128-1	0	0	0	0	0	0
MIR128-2	MIR128-2	0	1	0	0	1	0
MIR1281	MIR1281	0	0	0	0	0	0
MIR1282	MIR1282	0	0	0	0	0	0
MIR1283-1	MIR1283-1	0	0	0	0	0	0
MIR1283-2	MIR1283-2	0	0	0	0	0	0
MIR1284	MIR1284	0	0	0	0	0	0
MIR1285-1	MIR1285-1	0	0	0	0	0	0
MIR1285-2	MIR1285-2	0	0	0	0	0	0
MIR1286	MIR1286	0	0	0	0	0	0
MIR1287	MIR1287	0	0	0	0	0	0
MIR1288	MIR1288	0	0	0	0	0	0
MIR1289-1	MIR1289-1	0	0	0	0	0	0
MIR1289-2	MIR1289-2	0	0	0	0	0	0
MIR129-1	MIR129-1	0	0	0	0	0	0
MIR129-2	MIR129-2	0	0	0	0	0	0
MIR1290	MIR1290	0	0	0	0	0	0
MIR1292	MIR1292	0	0	0	0	0	0
MIR1293	MIR1293	0	0	0	0	0	0
MIR1294	MIR1294	0	0	0	0	0	0
MIR1295A	MIR1295A	0	0	0	0	0	0
MIR1295B	MIR1295B	0	0	0	0	0	0
MIR1296	MIR1296	0	0	0	0	0	0
MIR1297	MIR1297	0	0	0	0	0	0
MIR1298	MIR1298	0	0	0	0	0	0
MIR1299	MIR1299	0	0	0	0	0	0
MIR1301	MIR1301	0	0	0	0	0	0
MIR1302-1	MIR1302-1	0	0	0	0	0	0
MIR1302-10	MIR1302-10	0	0	0	0	0	0
MIR1302-11	MIR1302-11	0	0	0	0	0	0
MIR1302-2	MIR1302-2	0	0	0	0	0	0
MIR1302-3	MIR1302-3	0	0	0	0	0	0
MIR1302-4	MIR1302-4	0	0	0	0	0	0
MIR1302-5	MIR1302-5	0	0	0	0	0	0
MIR1302-6	MIR1302-6	0	0	0	0	0	0
MIR1302-7	MIR1302-7	0	0	0	0	0	0
MIR1302-8	MIR1302-8	0	0	0	0	0	0
MIR1302-9	MIR1302-9	0	0	0	0	0	0
MIR1303	MIR1303	0	0	0	0	0	0
MIR1304	MIR1304	0	0	0	0	0	0
MIR1305	MIR1305	0	0	0	0	0	0
MIR1306	MIR1306	0	0	0	0	0	0
MIR1307	MIR1307	0	0	0	0	0	0
MIR130A	MIR130A	0	0	0	0	0	0
MIR130B	MIR130B	0	0	0	2	0	0
MIR132	MIR132	0	0	0	0	0	0
MIR1321	MIR1321	0	0	0	0	0	0
MIR1322	MIR1322	0	0	0	0	0	0
MIR1323	MIR1323	0	0	0	0	0	0
MIR1324	MIR1324	0	0	0	0	0	0
MIR133A1	MIR133A1	0	0	0	0	0	0
MIR133A2	MIR133A2	0	0	0	0	0	0
MIR133B	MIR133B	0	0	0	0	0	0
MIR134	MIR134	0	0	0	0	0	0
MIR1343	MIR1343	0	0	0	0	0	0
MIR135A1	MIR135A1	0	0	0	0	0	0
MIR135A2	MIR135A2	0	0	0	0	0	0
MIR135B	MIR135B	0	0	0	0	0	0
MIR136	MIR136	0	0	0	0	0	0
MIR137	MIR137	0	0	0	0	0	0
MIR137HG	MIR137HG	0	0	0	0	0	0
MIR138-1	MIR138-1	0	0	0	0	0	0
MIR138-2	MIR138-2	0	0	0	0	0	0
MIR139	MIR139	0	0	0	0	0	0
MIR140	MIR140	0	0	0	0	0	0
MIR141	MIR141	0	0	0	0	0	0
MIR142	MIR142	0	0	0	0	0	0
MIR143	MIR143	0	0	0	0	0	0
MIR143HG	MIR143HG	0	0	0	0	0	0
MIR144	MIR144	0	0	0	0	0	0
MIR145	MIR145	0	0	0	0	0	0
MIR1468	MIR1468	0	0	0	0	0	0
MIR1469	MIR1469	0	0	0	0	0	0
MIR146A	MIR146A	0	0	0	0	0	0
MIR146B	MIR146B	0	0	0	0	0	0
MIR1470	MIR1470	0	0	0	0	0	0
MIR1471	MIR1471	0	0	0	0	0	0
MIR147A	MIR147A	0	0	0	0	0	0
MIR147B	MIR147B	0	0	0	0	0	0
MIR148A	MIR148A	0	0	0	0	0	0
MIR148B	MIR148B	0	0	0	0	0	0
MIR149	MIR149	0	0	0	0	0	0
MIR150	MIR150	0	0	0	0	0	0
MIR151A	MIR151A	0	0	0	0	0	0
MIR151B	MIR151B	0	0	0	0	0	0
MIR152	MIR152	0	0	0	0	0	0
MIR153-1	MIR153-1	0	0	0	0	0	0
MIR153-2	MIR153-2	0	0	0	0	0	0
MIR1537	MIR1537	0	0	0	0	0	0
MIR1538	MIR1538	0	0	0	0	0	0
MIR1539	MIR1539	0	0	0	0	0	0
MIR154	MIR154	0	0	0	0	0	0
MIR155	MIR155	0	0	0	0	0	0
MIR155HG	MIR155HG	62	41	38	0	0	0
MIR1587	MIR1587	0	0	0	0	0	0
MIR15A	MIR15A	0	0	0	0	0	0
MIR15B	MIR15B	0	0	0	0	0	0
MIR16-1	MIR16-1	0	0	0	0	0	0
MIR16-2	MIR16-2	0	0	0	0	0	0
MIR17	MIR17	0	0	0	0	0	0
MIR17HG	MIR17HG	757	759	573	819	642	693
MIR181A1	MIR181A1	0	0	0	0	0	0
MIR181A1HG	MIR181A1HG	14	16	5	20	14	7
MIR181A2	MIR181A2	0	0	0	0	0	0
MIR181A2HG	MIR181A2HG	0	3	3	6	1	8
MIR181B1	MIR181B1	0	0	0	0	0	0
MIR181B2	MIR181B2	0	0	0	0	0	0
MIR181C	MIR181C	0	0	0	0	0	0
MIR181D	MIR181D	0	0	0	0	0	0
MIR182	MIR182	0	0	0	0	0	0
MIR1825	MIR1825	0	0	0	0	0	0
MIR1827	MIR1827	0	0	0	0	0	0
MIR183	MIR183	0	0	0	0	0	0
MIR184	MIR184	0	0	0	0	0	0
MIR185	MIR185	0	0	0	0	0	0
MIR186	MIR186	0	0	0	0	0	0
MIR187	MIR187	0	0	0	0	0	0
MIR188	MIR188	0	0	0	0	0	0
MIR18A	MIR18A	0	0	0	0	0	0
MIR18B	MIR18B	0	0	0	0	0	0
MIR1908	MIR1908	0	0	0	0	0	0
MIR1909	MIR1909	0	0	0	0	0	0
MIR190A	MIR190A	0	0	0	0	0	0
MIR190B	MIR190B	0	0	0	0	0	0
MIR191	MIR191	0	0	0	0	0	0
MIR1910	MIR1910	0	0	0	0	0	0
MIR1911	MIR1911	0	0	0	0	0	0
MIR1912	MIR1912	0	0	0	0	0	0
MIR1913	MIR1913	0	0	0	0	0	0
MIR1914	MIR1914	0	0	0	0	0	0
MIR1915	MIR1915	0	0	0	0	0	0
MIR192	MIR192	0	0	0	0	0	0
MIR193A	MIR193A	0	0	0	0	0	0
MIR193B	MIR193B	0	0	0	0	0	0
MIR194-1	MIR194-1	0	0	0	0	0	0
MIR194-2	MIR194-2	0	0	0	0	0	0
MIR195	MIR195	0	0	0	0	0	0
MIR196A1	MIR196A1	0	0	0	0	0	0
MIR196A2	MIR196A2	0	0	0	0	0	0
MIR196B	MIR196B	0	0	0	0	0	0
MIR197	MIR197	0	0	0	0	0	0
MIR1972-1	MIR1972-1	0	0	0	0	0	0
MIR1972-2	MIR1972-2	0	0	0	0	0	0
MIR1973	MIR1973	0	0	0	0	0	0
MIR1976	MIR1976	0	0	0	0	0	0
MIR198	MIR198	0	0	0	0	0	0
MIR199A1	MIR199A1	0	0	0	0	0	0
MIR199A2	MIR199A2	0	0	0	0	0	0
MIR199B	MIR199B	0	0	0	0	0	0
MIR19A	MIR19A	0	0	0	0	0	0
MIR19B1	MIR19B1	0	0	0	0	0	0
MIR19B2	MIR19B2	0	0	0	0	0	0
MIR200A	MIR200A	0	0	0	0	0	0
MIR200B	MIR200B	0	0	0	0	0	0
MIR200C	MIR200C	0	0	0	0	0	0
MIR202	MIR202	0	0	0	0	0	0
MIR202HG	MIR202HG	0	0	0	0	0	0
MIR203	MIR203	0	0	0	0	0	0
MIR204	MIR204	0	0	0	0	0	0
MIR205	MIR205	0	0	0	0	0	0
MIR2052	MIR2052	0	0	0	0	0	0
MIR2053	MIR2053	0	0	0	0	0	0
MIR2054	MIR2054	0	0	0	0	0	0
MIR205HG	MIR205HG	0	0	0	0	0	0
MIR206	MIR206	0	0	0	0	0	0
MIR208A	MIR208A	0	0	0	0	0	0
MIR208B	MIR208B	0	0	0	0	0	0
MIR20A	MIR20A	0	0	0	0	0	0
MIR20B	MIR20B	0	0	0	0	0	0
MIR21	MIR21	0	0	0	0	0	0
MIR210	MIR210	0	0	0	0	0	0
MIR210HG	MIR210HG	24	23	26	76	44	48
MIR211	MIR211	0	0	0	0	0	0
MIR2110	MIR2110	0	0	0	0	0	0
